date,demand,RRP,temp_ave,solar_exposure
30/03/2020,107687.51,57.50297543,18.8,13.3
31/03/2020,109043.865,57.69019307,16.8,16.9
1/04/2020,110991.625,62.96751451,17.05,15.2
2/04/2020,116302.665,61.53701996,16.55,4.2
3/04/2020,104294.57,48.63677812,18.45,12
4/04/2020,101854.155,38.37596876,14.7,6.1
5/04/2020,105098.025,23.78090796,13.2,4.5
6/04/2020,118074.565,64.75585113,13.6,11.5
7/04/2020,118404.455,55.23438237,14.15,9.5
8/04/2020,108404.01,44.72939741,15.15,10.7
9/04/2020,108587.52,43.73804476,15.05,15.8
10/04/2020,94831.23,38.43550662,17.35,9.5
11/04/2020,92097.07,19.93410558,14.35,11.3
12/04/2020,101760.09,45.98205215,13.15,7.7
13/04/2020,100025.9,56.65741702,15.25,14.3
14/04/2020,107849.83,40.83855359,17.75,11.1
15/04/2020,104547.34,27.70599581,19.55,11.8
16/04/2020,106527.945,29.80144816,18.45,11.3
17/04/2020,106943.49,30.78270306,14.9,10.1
18/04/2020,106888.545,42.660865,14.65,7.9
19/04/2020,100737.835,35.70349081,15.3,11.3
20/04/2020,109168.595,25.61588931,16.4,8.1
21/04/2020,111417.63,33.03588516,14.05,9.8
22/04/2020,113506.01,37.88175157,15.5,8.8
23/04/2020,112872.88,20.49660012,14.65,9.7
24/04/2020,106565.295,26.64118007,18.7,12.7
25/04/2020,96845.12,17.64017408,16.1,10.4
26/04/2020,96572.935,13.5630558,16.55,6.6
27/04/2020,113471.83,33.03141097,13.1,12.5
28/04/2020,112124.06,19.56668786,13,10.4
29/04/2020,121307.84,32.2651911,15.5,3.6
30/04/2020,121353.33,30.41346278,12.2,5.4
1/05/2020,127238.875,24.12281687,10.3,5.1
2/05/2020,111665.725,22.87564402,11.25,6.2
3/05/2020,109669.355,36.48853238,12.4,8.3
4/05/2020,126892.26,53.06344078,12.1,7
5/05/2020,118839.095,33.51569984,13.75,11.6
6/05/2020,113214.27,17.0648778,15.15,9.7
7/05/2020,109642.755,15.23790152,18.1,6.2
8/05/2020,107914.055,30.69821921,16.1,10.7
9/05/2020,107786.255,22.46155133,13.3,5.4
10/05/2020,107555.19,36.45639626,10.85,9
11/05/2020,122550.945,37.85789836,12.45,7.5
12/05/2020,120767.795,29.43362339,12.55,8.5
13/05/2020,127145.14,43.43886852,12.45,8.9
14/05/2020,129285.09,48.11872607,10.65,9.8
15/05/2020,129112.45,51.07777502,9.9,10.8
16/05/2020,110420.89,46.52909504,11.25,10.7
17/05/2020,109774.425,47.15728156,11.8,10.6
18/05/2020,120076.645,44.49108574,12.45,10.5
19/05/2020,119789.97,44.37480596,12.9,4.9
20/05/2020,119803.985,40.05689067,13.05,7.8
21/05/2020,127563.61,58.07487611,11.55,6.6
22/05/2020,130472.2,69.66122064,11.35,7.8
