date,demand,RRP,frac_at_neg_RRP,min_temperature,max_temperature,temp_ave,solar_exposure,rainfall,school_day,holiday,demand_pos_RRP,demand_neg_RRP,DEMAND_NET*,RRP_positive,RRP_negative
14/12/2019,101239.235,65.76524835,0,14.1,20.1,17.1,10.4,0,Y,N,101239.235,0,101239.235,65.76524835,0
15/12/2019,98723.45,50.93674307,0.041666668,15.1,21.7,18.4,16.4,0,Y,N,95082.89,3640.56,91442.33,53.53217456,-16.84984112
16/12/2019,114400.065,73.60174913,0,13,22.6,17.8,21.7,0,Y,N,114400.065,0,114400.065,73.60174913,0
17/12/2019,123999.07,83.08408218,0,12.6,26.3,19.45,29.5,0,Y,N,123999.07,0,123999.07,83.08408218,0
18/12/2019,146990.89,95.80297192,0,15.9,40.1,28,29.3,0,Y,N,146990.89,0,146990.89,95.80297192,0
19/12/2019,125050.61,71.95351192,0,17.2,23.3,20.25,29.3,0,Y,N,125050.61,0,125050.61,71.95351192,0
20/12/2019,150553.4,243.8101596,0,13.7,43.5,28.6,31.4,0,N,N,150553.4,0,150553.4,243.8101596,0
21/12/2019,100632.475,44.94113626,0.020833334,16.9,20.2,18.55,28.3,0,N,N,98820.475,1812,97008.475,45.76537292,-0.01
22/12/2019,90145.615,34.67870591,0.041666668,13.1,19.6,16.35,31.5,0,N,N,86802.105,3343.51,83458.595,36.23887975,-5.825546746
23/12/2019,101818.025,47.19823427,0,12.1,20,16.05,29.2,0,N,N,101818.025,0,101818.025,47.19823427,0
24/12/2019,102168.93,57.33130511,0,14.1,24.5,19.3,31.4,0,N,N,102168.93,0,102168.93,57.33130511,0
25/12/2019,98312.745,42.25723939,0,14,27.9,20.95,32,0,N,Y,98312.745,0,98312.745,42.25723939,0
26/12/2019,96120.525,41.25598668,0,16.5,20.5,18.5,26.2,0,N,Y,96120.525,0,96120.525,41.25598668,0
27/12/2019,107256.065,56.12245133,0,13.6,23.9,18.75,31.6,0,N,N,107256.065,0,107256.065,56.12245133,0
28/12/2019,113521.685,63.2954493,0,16.7,28.4,22.55,20.6,0,N,N,113521.685,0,113521.685,63.2954493,0
29/12/2019,118293.525,87.68668878,0,16.8,33.2,25,31.9,0,N,N,118293.525,0,118293.525,87.68668878,0
30/12/2019,140410.125,295.8292019,0,19.7,40.8,30.25,18.8,0,N,N,140410.125,0,140410.125,295.8292019,0
31/12/2019,95410.39,46.25148392,0,15.3,21.2,18.25,29.3,2.4,N,N,95410.39,0,95410.39,46.25148392,0
1/01/2020,89077.855,50.92180276,0,11.8,24.9,18.35,31.6,0,N,Y,89077.855,0,89077.855,50.92180276,0
2/01/2020,102988.185,69.54622563,0,12.8,25,18.9,31.6,0,N,N,102988.185,0,102988.185,69.54622563,0
3/01/2020,118922.215,65.43592156,0,13.7,36.6,25.15,30.7,0,N,N,118922.215,0,118922.215,65.43592156,0
4/01/2020,102245.61,28.04223073,0.14583333,18.6,26.8,22.7,22.8,0,N,N,87566.775,14678.835,72887.94,43.31229701,-63.05154193
5/01/2020,95671.2,18.87543557,0.27083334,12.7,16.7,14.7,5.1,2.2,N,N,71162.635,24508.565,46654.07,30.41231854,-14.62285336
6/01/2020,110253.59,56.10440026,0,11.9,18,14.95,2.7,8.2,N,N,110253.59,0,110253.59,56.10440026,0
7/01/2020,109336.56,59.42379013,0,12.6,20.1,16.35,7.7,1.2,N,N,109336.56,0,109336.56,59.42379013,0
8/01/2020,110038.625,53.31322981,0,16.8,23.8,20.3,26.9,0,N,N,110038.625,0,110038.625,53.31322981,0
9/01/2020,127365.59,86.98086498,0,17.9,31.9,24.9,29.8,0,N,N,127365.59,0,127365.59,86.98086498,0
10/01/2020,122533.88,65.48598559,0,20.1,32.9,26.5,10.1,0,N,N,122533.88,0,122533.88,65.48598559,0
11/01/2020,91886.605,22.78453983,0.1875,13.5,19.3,16.4,18.2,15.6,N,N,76274.465,15612.14,60662.325,33.78090733,-30.93916799
12/01/2020,91797.595,45.62791308,0,14.2,19.9,17.05,21.9,0,N,N,91797.595,0,91797.595,45.62791308,0
13/01/2020,119653.945,76.95247324,0,12.7,32.2,22.45,28.1,0,N,N,119653.945,0,119653.945,76.95247324,0
14/01/2020,137302.605,88.84765354,0,16.7,33.8,25.25,27.4,0,N,N,137302.605,0,137302.605,88.84765354,0
15/01/2020,137408.225,63.73047072,0,19.5,36.8,28.15,20.8,0,N,N,137408.225,0,137408.225,63.73047072,0
16/01/2020,109669.645,33.40442593,0.0625,15.7,19.6,17.65,18.6,19.6,N,N,102799.86,6869.785,95930.075,36.90270869,-18.94407963
17/01/2020,108108.175,39.50076193,0,14.4,24.8,19.6,24.4,0,N,N,108108.175,0,108108.175,39.50076193,0
18/01/2020,105946.34,52.05315547,0,13.9,29.4,21.65,27.2,0,N,N,105946.34,0,105946.34,52.05315547,0
19/01/2020,106921.555,60.34705595,0,17.5,25.5,21.5,23.9,0,N,N,106921.555,0,106921.555,60.34705595,0
20/01/2020,116291.535,45.35933548,0.020833334,19.1,21.8,20.45,8.8,0.4,N,N,113678.465,2613.07,111065.395,53.39333171,-304.15
21/01/2020,112128.195,53.56486954,0,14.8,23.5,19.15,28.4,44,N,N,112128.195,0,112128.195,53.56486954,0
22/01/2020,119287.15,45.15569085,0,14.1,31.7,22.9,12.4,0,N,N,119287.15,0,119287.15,45.15569085,0
23/01/2020,112254.83,-1.761423453,0.29166666,12.9,22.6,17.75,13.4,22.8,N,N,79370.7,32884.13,46486.57,30.02449446,-78.48142654
24/01/2020,109316.375,49.47943371,0,11.7,24.1,17.9,20.6,1.2,N,N,109316.375,0,109316.375,49.47943371,0
25/01/2020,102445.88,50.13282313,0,13,27.4,20.2,30,0,N,N,102445.88,0,102445.88,50.13282313,0
26/01/2020,101233.205,51.41502923,0,15.8,23.6,19.7,24,0,N,Y,101233.205,0,101233.205,51.41502923,0
27/01/2020,103134.46,54.45308234,0,12.8,23.1,17.95,26.1,0,N,Y,103134.46,0,103134.46,54.45308234,0
28/01/2020,116190.555,67.1738294,0,13.6,25.4,19.5,26.5,0,N,N,116190.555,0,116190.555,67.1738294,0
29/01/2020,129812.915,78.27234224,0,15.2,31.5,23.35,29.5,0,N,N,129812.915,0,129812.915,78.27234224,0
30/01/2020,154816.49,1044.447303,0,16.4,39.4,27.9,29.3,0,Y,N,154816.49,0,154816.49,1044.447303,0
31/01/2020,170653.84,2809.437516,0,21.5,42.9,32.2,18.3,0,Y,N,170653.84,0,170653.84,2809.437516,0
1/02/2020,131856.315,86.90860795,0,23.5,29.3,26.4,1.8,0.8,Y,N,131856.315,0,131856.315,86.90860795,0
2/02/2020,97609.06,14.2356353,0.020833334,14.2,25.1,19.65,21,14.8,Y,N,95445.915,2163.145,93282.77,14.55826559,0
3/02/2020,105004.91,15.31077199,0.020833334,13.2,17.7,15.45,22.7,0,Y,N,103186.14,1818.77,101367.37,15.5806413,0
4/02/2020,107034.065,25.21209272,0.0625,11.3,19.7,15.5,28.6,0,Y,N,100875.89,6158.175,94717.715,27.08338254,-5.44114892
5/02/2020,108988.44,42.116875,0,10.8,20.1,15.45,27.1,0,Y,N,108988.44,0,108988.44,42.116875,0
6/02/2020,120569.46,42.7660323,0,13.7,25.5,19.6,25,0,Y,N,120569.46,0,120569.46,42.7660323,0
7/02/2020,120734.85,45.33242536,0,16.5,23.2,19.85,18.4,0,Y,N,120734.85,0,120734.85,45.33242536,0
8/02/2020,107864.445,28.57090708,0,17.4,29.4,23.4,27.5,0,Y,N,107864.445,0,107864.445,28.57090708,0
9/02/2020,103857.11,21.55549181,0.0625,19.6,28.2,23.9,19.9,0,Y,N,97924.965,5932.145,91992.82,23.05320475,-3.168025006
10/02/2020,122975.46,50.80924218,0,18.5,27.7,23.1,15,0.6,Y,N,122975.46,0,122975.46,50.80924218,0
11/02/2020,127110.58,61.28984085,0,19.5,25.9,22.7,19.1,0,Y,N,127110.58,0,127110.58,61.28984085,0
12/02/2020,124618.565,53.24352505,0,19.1,27.7,23.4,17.3,0,Y,N,124618.565,0,124618.565,53.24352505,0
13/02/2020,139137.185,79.01849432,0,19.4,31.7,25.55,26.7,0,Y,N,139137.185,0,139137.185,79.01849432,0
14/02/2020,139855.63,79.50264397,0,20.3,33.7,27,10.6,0,Y,N,139855.63,0,139855.63,79.50264397,0
15/02/2020,108300.635,55.67496226,0,18.9,19.3,19.1,2.4,5.4,Y,N,108300.635,0,108300.635,55.67496226,0
16/02/2020,100904.27,47.00473539,0,16.9,26.4,21.65,23.8,2.8,Y,N,100904.27,0,100904.27,47.00473539,0
17/02/2020,123351.845,64.10902188,0,15.2,25.6,20.4,26.4,0,Y,N,123351.845,0,123351.845,64.10902188,0
18/02/2020,119178.12,60.59554515,0,17.6,21.8,19.7,7.3,0,Y,N,119178.12,0,119178.12,60.59554515,0
19/02/2020,109375.215,51.44203692,0,13.3,19.7,16.5,12.9,38,Y,N,109375.215,0,109375.215,51.44203692,0
20/02/2020,112202.145,58.36129092,0,14.2,18.7,16.45,15.2,3.2,Y,N,112202.145,0,112202.145,58.36129092,0
21/02/2020,108949.055,48.65820337,0,13.5,19.6,16.55,17.1,2.8,Y,N,108949.055,0,108949.055,48.65820337,0
22/02/2020,96922.02,42.23609358,0,11.4,21.1,16.25,25.4,0,Y,N,96922.02,0,96922.02,42.23609358,0
23/02/2020,106129.665,51.31845616,0,13.3,34,23.65,21.6,0,Y,N,106129.665,0,106129.665,51.31845616,0
24/02/2020,122619.055,57.23408318,0,16.8,23.7,20.25,5.4,0,Y,N,122619.055,0,122619.055,57.23408318,0
25/02/2020,123558.425,60.55470181,0,18.4,31.6,25,10.6,3.6,Y,N,123558.425,0,123558.425,60.55470181,0
26/02/2020,108371.125,45.06152522,0,16.2,19.2,17.7,19.3,4,Y,N,108371.125,0,108371.125,45.06152522,0
27/02/2020,108675.4,48.54266915,0,11,19.7,15.35,11.1,0.2,Y,N,108675.4,0,108675.4,48.54266915,0
28/02/2020,110006.97,50.30635286,0,13.1,20.1,16.6,17.6,0,Y,N,110006.97,0,110006.97,50.30635286,0
29/02/2020,100380.94,51.28960873,0,14.7,22.4,18.55,22.8,0,Y,N,100380.94,0,100380.94,51.28960873,0
1/03/2020,101413.145,43.74592103,0,13.2,32.1,22.65,20.8,0,Y,N,101413.145,0,101413.145,43.74592103,0
2/03/2020,106359.955,52.72839509,0,14.2,18.4,16.3,21.1,3,Y,N,106359.955,0,106359.955,52.72839509,0
3/03/2020,108746.37,49.78108973,0,14.7,19.5,17.1,15.9,0,Y,N,108746.37,0,108746.37,49.78108973,0
4/03/2020,117505.625,58.52287051,0,13.6,23.5,18.55,7.1,0,Y,N,117505.625,0,117505.625,58.52287051,0
5/03/2020,119734.635,57.03638211,0,15.4,20.3,17.85,4.3,54.6,Y,N,119734.635,0,119734.635,57.03638211,0
6/03/2020,111322.325,53.73651471,0,15.9,19,17.45,12.7,7,Y,N,111322.325,0,111322.325,53.73651471,0
7/03/2020,96850.78,28.02046621,0.020833334,15.4,20,17.7,17.1,0.2,Y,N,94967.79,1882.99,93084.8,28.57604676,0
8/03/2020,92553.29,17.91641531,0.041666668,13.9,22.4,18.15,19.5,0,Y,N,89066.245,3487.045,85579.2,18.63921706,-0.54541619
9/03/2020,94641.7,22.04145155,0.083333336,12.3,21,16.65,19.7,0,Y,Y,87551.7,7090,80461.7,24.04946678,-2.75476091
10/03/2020,112142.54,48.05972395,0,10.3,22.3,16.3,21.9,0,Y,N,112142.54,0,112142.54,48.05972395,0
11/03/2020,118830.14,44.36993675,0,12.6,29.5,21.05,15.7,0,Y,N,118830.14,0,118830.14,44.36993675,0
12/03/2020,120272.775,39.12756574,0.083333336,16.6,29.5,23.05,19.5,0,Y,N,112752.725,7520.05,105232.675,41.73718117,0
13/03/2020,115075.81,40.12713492,0,19.1,26.8,22.95,7.3,0,Y,N,115075.81,0,115075.81,40.12713492,0
14/03/2020,96016.19,29.13732578,0,13.1,17.9,15.5,12.3,0.6,Y,N,96016.19,0,96016.19,29.13732578,0
15/03/2020,97664.935,31.65784001,0.020833334,12.7,18.8,15.75,10.2,0,Y,N,95880.12,1784.815,94095.305,32.27414472,-1.45
16/03/2020,110586.815,46.67088405,0,9.3,26.5,17.9,20.6,0,Y,N,110586.815,0,110586.815,46.67088405,0
17/03/2020,115254.185,52.45119827,0,11.6,28.2,19.9,19.9,0,Y,N,115254.185,0,115254.185,52.45119827,0
18/03/2020,121127.145,51.29144223,0,17.7,28.3,23,9.1,0,Y,N,121127.145,0,121127.145,51.29144223,0
19/03/2020,127266.86,47.56265955,0,18.7,30.4,24.55,8.2,0,Y,N,127266.86,0,127266.86,47.56265955,0
20/03/2020,111547.605,40.76436769,0,16.1,22.7,19.4,12.6,0,Y,N,111547.605,0,111547.605,40.76436769,0
21/03/2020,103999.335,47.45869875,0,14.6,18.4,16.5,10.8,0,Y,N,103999.335,0,103999.335,47.45869875,0
22/03/2020,97449.685,34.6180548,0,12.1,18.3,15.2,15.2,0,Y,N,97449.685,0,97449.685,34.6180548,0
23/03/2020,112906.945,44.639439,0,12.7,17.1,14.9,9.9,0.4,Y,N,112906.945,0,112906.945,44.639439,0
24/03/2020,114935.545,49.44768766,0,8.5,17.9,13.2,15.8,0,N,N,114935.545,0,114935.545,49.44768766,0
25/03/2020,113147.815,43.72083739,0,10.8,17.5,14.15,7.6,0,N,N,113147.815,0,113147.815,43.72083739,0
26/03/2020,110088.01,45.52124524,0,13.7,19.8,16.75,15.5,0,N,N,110088.01,0,110088.01,45.52124524,0
27/03/2020,111958.245,49.31850031,0,13.6,27.6,20.6,17.8,0,N,N,111958.245,0,111958.245,49.31850031,0
28/03/2020,97923.715,47.96327104,0,14.8,27.5,21.15,16.9,0,N,N,97923.715,0,97923.715,47.96327104,0
29/03/2020,95953.205,42.33862791,0,16.5,26.4,21.45,9.5,0,N,N,95953.205,0,95953.205,42.33862791,0
30/03/2020,107687.51,57.50297543,0,15.9,21.7,18.8,13.3,5.2,N,N,107687.51,0,107687.51,57.50297543,0
31/03/2020,109043.865,57.69019307,0,12.2,21.4,16.8,16.9,0,N,N,109043.865,0,109043.865,57.69019307,0
1/04/2020,110991.625,62.96751451,0,11,23.1,17.05,15.2,0,N,N,110991.625,0,110991.625,62.96751451,0
2/04/2020,116302.665,61.53701996,0,12.4,20.7,16.55,4.2,23,N,N,116302.665,0,116302.665,61.53701996,0
3/04/2020,104294.57,48.63677812,0,13.7,23.2,18.45,12,15.8,N,N,104294.57,0,104294.57,48.63677812,0
4/04/2020,101854.155,38.37596876,0,12.8,16.6,14.7,6.1,35.2,N,N,101854.155,0,101854.155,38.37596876,0
5/04/2020,105098.025,23.78090796,0.27083334,9.5,16.9,13.2,4.5,4.4,N,N,79509.45,25588.575,53920.875,36.33474396,-15.22668024
6/04/2020,118074.565,64.75585113,0,10.7,16.5,13.6,11.5,6.2,N,N,118074.565,0,118074.565,64.75585113,0
7/04/2020,118404.455,55.23438237,0,11.9,16.4,14.15,9.5,1.4,N,N,118404.455,0,118404.455,55.23438237,0
8/04/2020,108404.01,44.72939741,0,11.7,18.6,15.15,10.7,1.2,N,N,108404.01,0,108404.01,44.72939741,0
9/04/2020,108587.52,43.73804476,0,8.9,21.2,15.05,15.8,0,N,N,108587.52,0,108587.52,43.73804476,0
10/04/2020,94831.23,38.43550662,0.041666668,12.7,22,17.35,9.5,0.2,N,Y,91325.755,3505.475,87820.28,40.52900974,-16.10510566
11/04/2020,92097.07,19.93410558,0.35416666,13,15.7,14.35,11.3,2.4,N,Y,63861.95,28235.12,35626.83,31.16880513,-5.476440635
12/04/2020,101760.09,45.98205215,0,11,15.3,13.15,7.7,2.4,N,Y,101760.09,0,101760.09,45.98205215,0
13/04/2020,100025.9,56.65741702,0,12.2,18.3,15.25,14.3,0,N,Y,100025.9,0,100025.9,56.65741702,0
14/04/2020,107849.83,40.83855359,0,12.1,23.4,17.75,11.1,0.6,N,N,107849.83,0,107849.83,40.83855359,0
15/04/2020,104547.34,27.70599581,0,15.6,23.5,19.55,11.8,0,N,N,104547.34,0,104547.34,27.70599581,0
16/04/2020,106527.945,29.80144816,0,15.4,21.5,18.45,11.3,0.2,N,N,106527.945,0,106527.945,29.80144816,0
17/04/2020,106943.49,30.78270306,0,11.4,18.4,14.9,10.1,0,N,N,106943.49,0,106943.49,30.78270306,0
18/04/2020,106888.545,42.660865,0,12.9,16.4,14.65,7.9,0,N,N,106888.545,0,106888.545,42.660865,0
19/04/2020,100737.835,35.70349081,0.041666668,11.2,19.4,15.3,11.3,0,N,N,96546.265,4191.57,92354.695,37.32375295,-1.616715682
20/04/2020,109168.595,25.61588931,0.20833333,12,20.8,16.4,8.1,3.4,N,N,91310.765,17857.83,73452.935,33.89422463,-16.7129452
21/04/2020,111417.63,33.03588516,0.083333336,8.5,19.6,14.05,9.8,0,N,N,102785.53,8632.1,94153.43,36.41050774,-7.146963723
22/04/2020,113506.01,37.88175157,0,12.8,18.2,15.5,8.8,0,N,N,113506.01,0,113506.01,37.88175157,0
23/04/2020,112872.88,20.49660012,0.104166664,9.6,19.7,14.65,9.7,0,N,N,102942.935,9929.945,93012.99,23.11034761,-6.599908288
24/04/2020,106565.295,26.64118007,0.020833334,15.1,22.3,18.7,12.7,0.4,N,N,104726.59,1838.705,102887.885,27.11296258,-0.23
25/04/2020,96845.12,17.64017408,0.22916667,10.5,21.7,16.1,10.4,0,N,Y,77443.305,19401.815,58041.49,25.42742265,-13.44301408
26/04/2020,96572.935,13.5630558,0.35416666,15.4,17.7,16.55,6.6,14,N,N,66796.8,29776.135,37020.665,22.97082545,-7.541392716
27/04/2020,113471.83,33.03141097,0.041666668,8.1,18.1,13.1,12.5,0.6,N,N,109674.88,3796.95,105877.93,34.4860931,-8.987074547
28/04/2020,112124.06,19.56668786,0.22916667,7.1,18.9,13,10.4,0,N,N,90068.995,22055.065,68013.93,24.72418776,-1.495631967
29/04/2020,121307.84,32.2651911,0.25,11.2,19.8,15.5,3.6,3.4,N,N,98301.26,23006.58,75294.68,44.19715046,-18.71703394
30/04/2020,121353.33,30.41346278,0,8.9,15.5,12.2,5.4,23.6,N,N,121353.33,0,121353.33,30.41346278,0
1/05/2020,127238.875,24.12281687,0.14583333,7.6,13,10.3,5.1,8,N,N,114061.965,13176.91,100885.055,27.76734942,-7.424984852
2/05/2020,111665.725,22.87564402,0.125,8.3,14.2,11.25,6.2,1.4,N,N,100746.38,10919.345,89827.035,25.85609002,-4.623179898
3/05/2020,109669.355,36.48853238,0,9.8,15,12.4,8.3,1.8,N,N,109669.355,0,109669.355,36.48853238,0
4/05/2020,126892.26,53.06344078,0,9.4,14.8,12.1,7,0.2,N,N,126892.26,0,126892.26,53.06344078,0
5/05/2020,118839.095,33.51569984,0,8,19.5,13.75,11.6,0.4,N,N,118839.095,0,118839.095,33.51569984,0
6/05/2020,113214.27,17.0648778,0.20833333,10.2,20.1,15.15,9.7,0,N,N,93440.665,19773.605,73667.06,21.96042066,-6.069132407
7/05/2020,109642.755,15.23790152,0.22916667,15.1,21.1,18.1,6.2,0,N,N,88680.645,20962.11,67718.535,25.51113594,-28.22323164
8/05/2020,107914.055,30.69821921,0,12.6,19.6,16.1,10.7,0,N,N,107914.055,0,107914.055,30.69821921,0
9/05/2020,107786.255,22.46155133,0.083333336,12.6,14,13.3,5.4,0.6,N,N,99760.025,8026.23,91733.795,24.90131133,-7.862837384
10/05/2020,107555.19,36.45639626,0,7.2,14.5,10.85,9,7,N,N,107555.19,0,107555.19,36.45639626,0
11/05/2020,122550.945,37.85789836,0,7.8,17.1,12.45,7.5,0.6,N,N,122550.945,0,122550.945,37.85789836,0
12/05/2020,120767.795,29.43362339,0.083333336,10.3,14.8,12.55,8.5,0.2,N,N,112672.61,8095.185,104577.425,32.13392977,-8.150516801
13/05/2020,127145.14,43.43886852,0,10.4,14.5,12.45,8.9,1.4,N,N,127145.14,0,127145.14,43.43886852,0
14/05/2020,129285.09,48.11872607,0,6.6,14.7,10.65,9.8,2.8,N,N,129285.09,0,129285.09,48.11872607,0
15/05/2020,129112.45,51.07777502,0,4.5,15.3,9.9,10.8,0,N,N,129112.45,0,129112.45,51.07777502,0
16/05/2020,110420.89,46.52909504,0,4.5,18,11.25,10.7,0,N,N,110420.89,0,110420.89,46.52909504,0
17/05/2020,109774.425,47.15728156,0,5.1,18.5,11.8,10.6,0,N,N,109774.425,0,109774.425,47.15728156,0
18/05/2020,120076.645,44.49108574,0,5.5,19.4,12.45,10.5,0,N,N,120076.645,0,120076.645,44.49108574,0
19/05/2020,119789.97,44.37480596,0,8.1,17.7,12.9,4.9,0,N,N,119789.97,0,119789.97,44.37480596,0
20/05/2020,119803.985,40.05689067,0,10.3,15.8,13.05,7.8,15.6,N,N,119803.985,0,119803.985,40.05689067,0
21/05/2020,127563.61,58.07487611,0,9.4,13.7,11.55,6.6,12.4,N,N,127563.61,0,127563.61,58.07487611,0
22/05/2020,130472.2,69.66122064,0,9.1,13.6,11.35,7.8,11.4,N,N,130472.2,0,130472.2,69.66122064,0
23/05/2020,115234.32,40.60516447,0,9.4,13.5,11.45,5.8,0,N,N,115234.32,0,115234.32,40.60516447,0
24/05/2020,109579.82,39.99310228,0.020833334,10.9,13.8,12.35,7.9,3,N,N,107716.955,1862.865,105854.09,40.69166358,-0.4
25/05/2020,125532.575,46.78488884,0,5.5,16,10.75,10,0,N,N,125532.575,0,125532.575,46.78488884,0
26/05/2020,126788.835,46.7074665,0,5.4,18.5,11.95,9.4,0,N,N,126788.835,0,126788.835,46.7074665,0
27/05/2020,124189.8,50.44310686,0,5.9,17.1,11.5,7.8,0,Y,N,124189.8,0,124189.8,50.44310686,0
28/05/2020,124062.485,65.36037865,0,12.1,17.6,14.85,6.7,0,Y,N,124062.485,0,124062.485,65.36037865,0
29/05/2020,120072.09,50.14294437,0,7.2,17.1,12.15,9.6,0,Y,N,120072.09,0,120072.09,50.14294437,0
30/05/2020,102231.77,21.75529586,0.104166664,8.1,17.1,12.6,9.3,0,Y,N,93396.82,8834.95,84561.87,24.71845578,-9.569127431
31/05/2020,102684.59,30.29992998,0,12.4,17.8,15.1,8,0,Y,N,102684.59,0,102684.59,30.29992998,0
1/06/2020,132039.705,35.15095713,0.083333336,9.3,11.2,10.25,2.6,5,Y,N,125059.79,6979.915,118079.875,37.15311751,-0.721937717
2/06/2020,132710.36,40.30454693,0,8.4,15.6,12,4.9,11.6,Y,N,132710.36,0,132710.36,40.30454693,0
3/06/2020,130801.825,46.17833796,0,10.5,14.1,12.3,7.3,0.6,Y,N,130801.825,0,130801.825,46.17833796,0
4/06/2020,133322.025,52.41174158,0,9.3,13.8,11.55,9.3,0,Y,N,133322.025,0,133322.025,52.41174158,0
5/06/2020,137368.465,62.03344383,0,4.1,14.6,9.35,9.4,0,Y,N,137368.465,0,137368.465,62.03344383,0
6/06/2020,126427.92,51.80529968,0,6,13.3,9.65,6.6,0,Y,N,126427.92,0,126427.92,51.80529968,0
7/06/2020,119524.41,52.5677437,0,7.9,11.8,9.85,6.3,0,Y,N,119524.41,0,119524.41,52.5677437,0
8/06/2020,124792.975,64.9355269,0,4.5,12.6,8.55,8.8,0,Y,Y,124792.975,0,124792.975,64.9355269,0
9/06/2020,141571.295,134.7476148,0,2,15.3,8.65,9.3,0.2,Y,N,141571.295,0,141571.295,134.7476148,0
10/06/2020,137795.795,121.1776674,0,3.9,16.7,10.3,8.8,0,Y,N,137795.795,0,137795.795,121.1776674,0
11/06/2020,141444.445,99.91431747,0,4.5,16.9,10.7,9.1,0,Y,N,141444.445,0,141444.445,99.91431747,0
12/06/2020,134684.585,50.25057404,0,4.2,15.3,9.75,9.2,0,Y,N,134684.585,0,134684.585,50.25057404,0
13/06/2020,117394.455,31.44827161,0.041666668,5.7,16.4,11.05,3.4,0,Y,N,113505.82,3888.635,109617.185,32.56374122,-1.111300894
14/06/2020,107553.005,24.87964662,0.041666668,10.4,15.2,12.8,8,5.8,Y,N,103959.505,3593.5,100366.005,25.73964504,0
15/06/2020,121221.455,26.0068805,0.041666668,11.6,18.4,15,8,0,Y,N,117513.86,3707.595,113806.265,27.03593873,-6.609574428
16/06/2020,124473.67,34.23091122,0.083333336,13,17.9,15.45,6.7,0,Y,N,116955.17,7518.5,109436.67,36.4922408,-0.945544863
17/06/2020,133969.69,66.78362319,0,10.2,14.6,12.4,8.5,0.4,Y,N,133969.69,0,133969.69,66.78362319,0
18/06/2020,130437.325,35.14292887,0,4.6,16.9,10.75,9.1,0,Y,N,130437.325,0,130437.325,35.14292887,0
19/06/2020,120149.435,30.51870659,0,6.4,17.8,12.1,8.6,0,Y,N,120149.435,0,120149.435,30.51870659,0
20/06/2020,109644.695,34.0593321,0,12.8,16.9,14.85,8.5,1.4,Y,N,109644.695,0,109644.695,34.0593321,0
21/06/2020,121528.375,36.99437852,0,6.9,12,9.45,4.9,0,Y,N,121528.375,0,121528.375,36.99437852,0
22/06/2020,136373.435,45.89619048,0,8.1,13,10.55,5.5,0,Y,N,136373.435,0,136373.435,45.89619048,0
23/06/2020,131904.745,48.98674317,0,9,14.4,11.7,8.4,2.2,Y,N,131904.745,0,131904.745,48.98674317,0
24/06/2020,133100.905,56.72143583,0,10.1,14.9,12.5,8,0.4,Y,N,133100.905,0,133100.905,56.72143583,0
25/06/2020,131466.24,39.91004036,0,10.2,15.9,13.05,5,0,Y,N,131466.24,0,131466.24,39.91004036,0
26/06/2020,136872.56,55.53696115,0,7.9,13.8,10.85,8.8,1.2,N,N,136872.56,0,136872.56,55.53696115,0
27/06/2020,126938.54,48.3032828,0,6.2,13.1,9.65,7.9,0,N,N,126938.54,0,126938.54,48.3032828,0
28/06/2020,125830.75,49.19876027,0,1.7,12.5,7.1,9.3,0.2,N,N,125830.75,0,125830.75,49.19876027,0
29/06/2020,141431.99,42.72455245,0,2.2,15.4,8.8,9.3,0,N,N,141431.99,0,141431.99,42.72455245,0
30/06/2020,137644.865,32.46337485,0.020833334,3,15.2,9.1,7.7,0,N,N,134965.855,2679.01,132286.845,33.2788609,-8.62
1/07/2020,126614.72,33.15843237,0,9.8,17.4,13.6,9.1,0,N,N,126614.72,0,126614.72,33.15843237,0
2/07/2020,131372.71,37.36642631,0,10.2,15.1,12.65,7.3,1.2,N,N,131372.71,0,131372.71,37.36642631,0
3/07/2020,143010.27,43.51202037,0,7.7,10.3,9,4.1,0,N,N,143010.27,0,143010.27,43.51202037,0
4/07/2020,125400.27,50.02610058,0,6.5,14.5,10.5,5.7,7.8,N,N,125400.27,0,125400.27,50.02610058,0
5/07/2020,118507.76,50.7877126,0,8.9,12.5,10.7,6.5,4.6,N,N,118507.76,0,118507.76,50.7877126,0
6/07/2020,136255.335,75.96062272,0,8.1,13.1,10.6,5.8,1,N,N,136255.335,0,136255.335,75.96062272,0
7/07/2020,140264.52,88.33624266,0,8.9,11.8,10.35,4.8,1.4,N,N,140264.52,0,140264.52,88.33624266,0
8/07/2020,138627.11,80.38819689,0,4.9,15.7,10.3,9.4,0,N,N,138627.11,0,138627.11,80.38819689,0
9/07/2020,135266.165,70.71627991,0,5.7,17.2,11.45,8.5,0,N,N,135266.165,0,135266.165,70.71627991,0
10/07/2020,134041.23,67.7398805,0,6.4,16.9,11.65,7.9,0,N,N,134041.23,0,134041.23,67.7398805,0
11/07/2020,130088.95,81.92988413,0,7.3,11.4,9.35,3.3,0,N,N,130088.95,0,130088.95,81.92988413,0
12/07/2020,118837.05,61.71948241,0,9,14.2,11.6,8.3,6.8,N,N,118837.05,0,118837.05,61.71948241,0
13/07/2020,130119.41,61.12317036,0,8.7,15.1,11.9,7.4,3.4,N,N,130119.41,0,130119.41,61.12317036,0
14/07/2020,133668.935,61.11233617,0,7.7,14.2,10.95,7.6,0,Y,N,133668.935,0,133668.935,61.11233617,0
